transaction_id,amount,location,timestamp,user_id,is_fraud,merchant_category,transaction_type,is_card_testing,is_skimmed,is_digital,merchant_count_spike
14219,136.17717494311424,CH,2024-10-16 03:18:43.119343,1096,0,retail,pos,,,,
35942,121.55390505088887,CH,2024-10-16 03:49:53.691676,1240,0,dining,online,,,,
9112,84.175572538537,HO,2024-10-16 04:12:09.485942,1063,0,entertainment,online,,,,
14220,113.83985419509783,CH,2024-10-16 04:20:41.688332,1096,0,entertainment,online,,,,
13258,102.8846700191831,LA,2024-10-16 04:26:29.185766,1090,0,dining,atm,,,,
35943,80.29230068690889,CH,2024-10-16 04:30:21.907989,1240,0,online,pos,,,,
30726,120.37093379756466,CH,2024-10-16 05:29:26.506820,1205,0,online,pos,,,,
16018,57.87016993601723,HO,2024-10-16 05:59:35.368552,1105,0,retail,pos,,,,
30443,119.97909488551639,SF,2024-10-16 06:06:48.847845,1204,0,retail,online,,,,
32294,82.21648210892472,LA,2024-10-16 06:16:03.505074,1216,0,travel,pos,,,,
20058,68.50206886248003,HO,2024-10-16 06:16:22.215460,1133,0,travel,pos,,,,
594,115.70611021032978,CH,2024-10-16 06:22:46.012424,1004,0,travel,pos,,,,
7044,109.32532617462732,SF,2024-10-16 06:31:14.297474,1050,0,dining,pos,,,,
15603,180.36630514532752,NY,2024-10-16 06:42:47.079359,1103,0,retail,pos,,,,
11269,78.14299298552291,SF,2024-10-16 06:44:59.707965,1077,0,dining,pos,,,,
21982,157.4749908966075,LA,2024-10-16 06:47:14.641182,1143,0,online,pos,,,,
17263,160.5652076139736,HO,2024-10-16 06:53:28.761951,1115,0,travel,pos,,,,
33170,251.13176291867245,SF,2024-10-16 06:55:39.706758,1223,0,online,pos,,,,
33704,32.481584870148815,HO,2024-10-16 07:04:24.924032,1226,0,entertainment,pos,,,,
14501,27.957071379370703,SF,2024-10-16 07:05:29.338178,1098,0,dining,pos,,,,
14221,159.6279521180877,SF,2024-10-16 07:06:21.283522,1096,0,retail,online,,,,
36314,84.61744975167821,CH,2024-10-16 07:14:38.069359,1242,0,retail,pos,,,,
36924,61.75097976880606,HO,2024-10-16 07:20:21.559616,1247,0,dining,pos,,,,
23105,74.50104857143285,NY,2024-10-16 07:28:38.581848,1150,0,online,online,,,,
35797,123.69559440385034,HO,2024-10-16 07:38:31.409289,1239,0,retail,online,,,,
14222,189.50587173329959,SF,2024-10-16 07:45:14.553314,1096,0,retail,pos,,,,
10715,162.90907929228354,SF,2024-10-16 07:48:34.749294,1073,0,travel,online,,,,
7625,86.74028384645904,CH,2024-10-16 07:57:31.877766,1054,0,retail,online,,,,
26560,107.27262671625982,HO,2024-10-16 07:59:23.850872,1176,0,retail,atm,,,,
22875,62.32340751630304,NY,2024-10-16 08:01:17.283516,1148,0,retail,pos,,,,
25044,124.7001698790622,NY,2024-10-16 08:01:31.596888,1165,0,travel,pos,,,,
31213,47.99775247671587,NY,2024-10-16 08:08:34.211587,1208,0,travel,online,,,,
5839,92.74034845724344,CH,2024-10-16 08:10:46.756406,1040,0,retail,online,,,,
13124,62.00172037288486,LA,2024-10-16 08:18:48.246231,1089,0,dining,pos,,,,
17264,133.37020000180195,LA,2024-10-16 08:21:28.099832,1115,0,online,online,,,,
29233,33.56297812446297,CH,2024-10-16 08:28:14.339516,1196,0,online,online,,,,
17944,75.19430773374255,HO,2024-10-16 08:28:47.622170,1119,0,retail,pos,,,,
36751,82.95073183116003,CH,2024-10-16 08:30:29.482260,1246,0,dining,pos,,,,
32295,103.62988673184844,HO,2024-10-16 08:34:11.053825,1216,0,retail,pos,,,,
19246,40.26520207094882,LA,2024-10-16 08:34:50.645801,1128,0,dining,pos,,,,
3644,112.35060440216249,HO,2024-10-16 08:37:04.755872,1026,0,dining,online,,,,
34714,70.64681873176956,CH,2024-10-16 08:38:19.917199,1233,0,travel,pos,,,,
24354,117.36767164471061,NY,2024-10-16 08:39:54.693921,1160,0,retail,pos,,,,
9847,70.19154430623476,LA,2024-10-16 08:44:27.572777,1067,0,travel,online,,,,
31318,28.137601870973963,CH,2024-10-16 08:47:23.667922,1209,0,retail,pos,,,,
8461,49.459794315354564,CH,2024-10-16 08:50:21.717304,1059,0,dining,pos,,,,
7045,89.07745208560279,SF,2024-10-16 08:51:09.582062,1050,0,online,pos,,,,
22725,126.70459242616688,CH,2024-10-16 08:54:44.310741,1147,0,retail,online,,,,
3408,118.62627517468786,HO,2024-10-16 08:55:04.278237,1024,0,dining,pos,,,,
27209,5.643918490725275,HO,2024-10-16 08:55:26.664990,1180,0,online,online,,,,
3157,29.330848979141983,SF,2024-10-16 08:59:44.345753,1022,0,travel,pos,,,,
32296,60.62846872075046,HO,2024-10-16 08:59:46.221109,1216,0,travel,pos,,,,
32621,137.30183196681492,NY,2024-10-16 09:02:54.045748,1218,0,online,pos,,,,
3409,169.3517687421788,LA,2024-10-16 09:07:28.540351,1024,0,dining,recurring,,,,
31587,139.72055616687695,LA,2024-10-16 09:12:24.071428,1212,0,entertainment,online,,,,
17265,239.03454980713522,LA,2024-10-16 09:17:03.518710,1115,0,dining,pos,,,,
24536,151.1172911970258,NY,2024-10-16 09:23:42.566788,1161,0,dining,online,,,,
12408,192.03979913937766,HO,2024-10-16 09:35:28.568425,1084,0,dining,online,,,,
2703,22.86855083130183,CH,2024-10-16 09:38:14.140591,1019,0,dining,pos,,,,
33705,30.096355690584694,HO,2024-10-16 09:41:32.298297,1226,0,online,pos,,,,
34242,76.59382701082575,CH,2024-10-16 09:42:32.520127,1229,0,retail,pos,,,,
33852,46.093194258971685,HO,2024-10-16 09:46:28.637113,1227,0,online,pos,,,,
10826,199.05843909696068,SF,2024-10-16 09:47:51.383570,1074,0,travel,pos,,,,
8235,119.30893917519882,HO,2024-10-16 09:54:23.940128,1058,0,travel,pos,,,,
30444,169.55249510109257,SF,2024-10-16 09:54:52.208766,1204,0,entertainment,pos,,,,
37422,76.92997154672531,SF,2024-10-16 09:55:07.811304,1249,0,retail,pos,,,,
25967,135.76614990443025,CH,2024-10-16 10:02:24.838475,1172,0,retail,pos,,,,
36400,98.3097835170858,LA,2024-10-16 10:06:25.314332,1243,0,retail,recurring,,,,
19247,79.51138187629397,LA,2024-10-16 10:11:24.690545,1128,0,online,pos,,,,
30727,120.42898543587862,CH,2024-10-16 10:13:58.685293,1205,0,online,pos,,,,
24535,102.9092297852288,SF,2024-10-16 10:14:57.922654,1161,0,retail,pos,,,,
11672,106.03026415123568,CH,2024-10-16 10:16:45.935401,1079,0,retail,online,,,,
260,99.9187833480838,HO,2024-10-16 10:17:39.245048,1002,0,retail,pos,,,,
16469,172.8200337988291,NY,2024-10-16 10:18:10.431698,1108,0,dining,pos,,,,
29234,50.67399191958308,SF,2024-10-16 10:24:03.485034,1196,0,entertainment,online,,,,
19801,94.07135753431223,SF,2024-10-16 10:25:02.416227,1131,0,entertainment,atm,,,,
5356,164.0148644675324,HO,2024-10-16 10:25:14.918544,1037,0,entertainment,pos,,,,
24033,100.32157011644964,SF,2024-10-16 10:27:00.003683,1157,0,travel,pos,,,,
10069,94.20659740486701,HO,2024-10-16 10:35:17.610251,1069,0,entertainment,pos,,,,
29367,36.02912386172807,CH,2024-10-16 10:36:35.457742,1197,0,retail,pos,,,,
27966,145.58201180734002,SF,2024-10-16 10:37:32.844438,1187,0,retail,pos,,,,
22191,8.989639436695182,HO,2024-10-16 10:48:01.341077,1144,0,travel,pos,,,,
3563,84.2210257822262,CH,2024-10-16 10:52:47.501676,1025,0,online,atm,,,,
12560,69.35349590222944,NY,2024-10-16 10:53:12.168745,1085,0,retail,pos,,,,
29506,206.15844967926546,HO,2024-10-16 10:56:35.964257,1198,0,online,online,,,,
10825,108.59536972938386,NY,2024-10-16 10:58:39.848766,1074,0,retail,online,,,,
31115,277.57380999062696,CH,2024-10-16 11:03:49.550583,1207,0,retail,pos,,,,
4039,114.66186618610672,SF,2024-10-16 11:04:26.127146,1028,0,retail,pos,,,,
969,51.6500363376121,NY,2024-10-16 11:08:51.425140,1006,0,online,online,,,,
24820,210.36910919984868,LA,2024-10-16 11:18:29.694670,1163,0,dining,pos,,,,
7364,157.02964997728643,NY,2024-10-16 11:20:40.157424,1052,0,retail,online,,,,
33171,253.72878209764838,SF,2024-10-16 11:20:42.725986,1223,0,travel,online,,,,
9848,157.2209394087702,LA,2024-10-16 11:21:37.311226,1067,0,online,online,,,,
391,128.51820151177398,HO,2024-10-16 11:24:25.902291,1003,0,dining,recurring,,,,
16019,168.52836560635973,HO,2024-10-16 11:24:49.948020,1105,0,retail,atm,,,,
27746,210.5910490531001,LA,2024-10-16 11:25:17.694614,1185,0,entertainment,pos,,,,
22365,128.04217069204768,NY,2024-10-16 11:31:06.696813,1145,0,entertainment,pos,,,,
15257,102.55138985231056,SF,2024-10-16 11:32:40.834734,1101,0,dining,recurring,,,,
7046,187.47457725240318,SF,2024-10-16 11:39:33.670509,1050,0,dining,online,,,,
16470,200.31361957645112,LA,2024-10-16 11:41:00.902797,1108,0,online,online,,,,
24067,47.40563103779734,SF,2024-10-16 11:54:54.282563,1158,0,dining,online,,,,
970,34.683294301351246,NY,2024-10-16 11:55:12.452807,1006,0,online,pos,,,,
11104,50.15979053267749,SF,2024-10-16 11:55:19.121107,1076,0,retail,pos,,,,
23790,130.56429344207888,HO,2024-10-16 12:00:00.315286,1154,0,entertainment,online,,,,
17791,70.42923164886075,CH,2024-10-16 12:08:33.147374,1118,0,retail,online,,,,
11270,93.29699144670319,SF,2024-10-16 12:11:55.873065,1077,0,online,pos,,,,
7626,117.95820054078987,CH,2024-10-16 12:23:46.900421,1054,0,retail,online,,,,
2577,152.53324945871353,SF,2024-10-16 12:25:58.329140,1018,0,travel,pos,,,,
24034,94.89565918846584,SF,2024-10-16 12:27:28.296576,1157,0,online,pos,,,,
19944,86.51291860564727,SF,2024-10-16 12:27:57.148969,1132,0,online,pos,,,,
392,153.4192816170332,HO,2024-10-16 12:28:10.509834,1003,0,online,online,,,,
26561,235.28480732083415,HO,2024-10-16 12:28:29.497722,1176,0,dining,online,,,,
17735,171.819843618662,SF,2024-10-16 12:33:02.296158,1117,0,travel,recurring,,,,
29235,78.51391816086092,SF,2024-10-16 12:35:06.187818,1196,0,retail,pos,,,,
13259,176.21163911228058,LA,2024-10-16 12:36:17.454136,1090,0,entertainment,pos,,,,
22726,142.2281997233206,CH,2024-10-16 12:37:28.574545,1147,0,retail,pos,,,,
22995,124.03729950354361,NY,2024-10-16 12:37:41.672785,1149,0,retail,pos,,,,
16020,192.09507703796473,HO,2024-10-16 12:39:37.135647,1105,0,entertainment,online,,,,
4354,269.6465756310736,HO,2024-10-16 12:43:56.662748,1029,0,retail,online,,,,
9264,46.70187378160576,LA,2024-10-16 12:47:27.935812,1064,0,online,pos,,,,
18263,22.443248474179665,SF,2024-10-16 12:51:47.565889,1121,0,travel,pos,,,,
27666,122.2636115583838,LA,2024-10-16 13:04:52.249093,1184,0,dining,online,,,,
30728,127.40850738086198,CH,2024-10-16 13:06:16.678786,1205,0,online,pos,,,,
8630,284.8469970249918,HO,2024-10-16 13:09:52.150320,1060,0,dining,pos,,,,
7627,133.0631529745125,LA,2024-10-16 13:12:38.060938,1054,0,retail,pos,,,,
12816,180.67167385808358,SF,2024-10-16 13:17:52.116743,1087,0,entertainment,online,,,,
1123,141.73810082312232,HO,2024-10-16 13:21:36.575208,1007,0,travel,online,,,,
19655,164.4540680257123,LA,2024-10-16 13:28:29.765957,1130,0,retail,pos,,,,
16162,5.003640692927171,LA,2024-10-16 13:33:32.151036,1106,0,travel,online,,,,
19802,128.2609394866751,NY,2024-10-16 13:41:12.449321,1131,0,entertainment,online,,,,
32297,126.59222543186914,LA,2024-10-16 13:42:49.633453,1216,0,retail,online,,,,
28643,159.8660602076624,NY,2024-10-16 13:43:55.555113,1191,0,dining,online,,,,
2384,60.72312363036492,SF,2024-10-16 13:46:39.237636,1016,0,dining,pos,,,,
14677,127.7269592991114,CH,2024-10-16 13:47:58.409173,1099,0,retail,recurring,,,,
15258,143.34702204509045,SF,2024-10-16 13:50:37.177092,1101,0,dining,online,,,,
20946,131.35751992870783,CH,2024-10-16 13:52:05.053975,1137,0,travel,pos,,,,
29989,236.0323624441822,NY,2024-10-16 13:53:25.851548,1202,0,online,online,,,,
16471,177.67272614829068,LA,2024-10-16 13:55:16.984736,1108,0,entertainment,recurring,,,,
10402,121.25238073710986,LA,2024-10-16 13:57:46.838920,1071,0,entertainment,online,,,,
8462,79.12292514687479,LA,2024-10-16 13:58:09.793734,1059,0,online,online,,,,
8463,90.33128324488877,LA,2024-10-16 13:59:21.251123,1059,0,online,pos,,,,
12925,105.24213339346545,NY,2024-10-16 14:00:28.618500,1088,0,travel,pos,,,,
35056,3.721026761492818,CN,2024-10-16 14:02:54.348010,1235,1,online,recurring,True,,,
35057,2.5307828493674536,CN,2024-10-16 14:02:54.348010,1235,1,,,,,,
20692,181.28104090763935,SF,2024-10-16 14:04:09.083478,1136,0,travel,pos,,,,
35059,1.1866275461642792,CN,2024-10-16 14:04:54.348010,1235,1,,,,,,
35061,2.028561206938181,CN,2024-10-16 14:06:54.348010,1235,1,,,,,,
8464,84.33453571661974,CH,2024-10-16 14:07:33.097373,1059,0,dining,pos,,,,
27073,145.19362295238415,LA,2024-10-16 14:08:07.486288,1179,0,travel,pos,,,,
35063,2.341998479171499,CN,2024-10-16 14:08:54.348010,1235,1,,,,,,
33853,44.923910541475486,HO,2024-10-16 14:10:08.535905,1227,0,online,online,,,,
20947,213.63916056266632,LA,2024-10-16 14:10:42.581786,1137,0,entertainment,online,,,,
35065,1.7774536756241361,CN,2024-10-16 14:10:54.348010,1235,1,,,,,,
2127,197.97345626769678,NY,2024-10-16 14:11:10.476605,1014,0,entertainment,online,,,,
25503,36.157020188236615,SF,2024-10-16 14:11:50.118899,1169,0,online,pos,,,,
7628,158.5574791440878,LA,2024-10-16 14:18:32.691686,1054,0,retail,pos,,,,
24236,97.23344935934293,CH,2024-10-16 14:19:19.692362,1159,0,dining,pos,,,,
8112,32.48193664688525,CH,2024-10-16 14:24:01.059310,1057,0,retail,pos,,,,
5578,157.6582402210261,LA,2024-10-16 14:27:56.590463,1038,0,online,online,,,,
29507,172.25648983960863,LA,2024-10-16 14:28:38.257652,1198,0,online,online,,,,
15439,94.15802430913897,SF,2024-10-16 14:29:47.808934,1102,0,online,pos,,,,
5684,88.84451324270442,NY,2024-10-16 14:34:25.690592,1039,0,retail,online,,,,
28866,119.52273505321897,SF,2024-10-16 14:37:19.615127,1192,0,retail,online,,,,
5579,174.17216668798204,CH,2024-10-16 14:38:19.066924,1038,0,entertainment,pos,,,,
37423,48.41622628100126,SF,2024-10-16 14:40:17.721390,1249,0,dining,pos,,,,
19656,172.0028438390547,LA,2024-10-16 14:42:24.872322,1130,0,entertainment,pos,,,,
24355,166.87729634664626,NY,2024-10-16 14:43:17.769198,1160,0,travel,online,,,,
23791,92.53105694844801,HO,2024-10-16 14:44:57.296339,1154,0,entertainment,pos,,,,
968,21.56661293364773,HO,2024-10-16 14:50:00.841980,1006,0,retail,online,,,,
3564,116.3582995740455,NY,2024-10-16 14:50:20.467179,1025,0,travel,online,,,,
